FID,fire_zone_type,place_fips,place_name,neighborhood,x,y
2685489,,59346,Ramona CDP,,-116.8675908,33.04234479
2685490,,59346,Ramona CDP,,-116.8669005,33.0436875
2685491,,59346,Ramona CDP,,-116.867186,33.04380464
2685492,,59346,Ramona CDP,,-116.8659688,33.04501168
2685493,,59346,Ramona CDP,,-116.857482,33.03885751
2685494,,59346,Ramona CDP,,-116.8593012,33.03987713
2685495,,59346,Ramona CDP,,-116.8527292,33.04043515
2685496,SRA,59346,Ramona CDP,,-116.8509028,33.0428664
2685497,,59346,Ramona CDP,,-116.859525,33.0434775
2685498,SRA,59346,Ramona CDP,,-116.8526115,33.0434735
2685499,,59346,Ramona CDP,,-116.8640727,33.02824644
2685500,,59346,Ramona CDP,,-116.8719172,33.03225691
2685501,,59346,Ramona CDP,,-116.8695977,33.03257252
2685502,,59346,Ramona CDP,,-116.872441,33.033146
2685503,,59346,Ramona CDP,,-116.8660052,33.03533597
2685504,,59346,Ramona CDP,,-116.8542208,33.02816947
2685505,,59346,Ramona CDP,,-116.8526605,33.0358695
2685506,SRA,59346,Ramona CDP,,-116.8420652,33.04168763
2685507,,59346,Ramona CDP,,-116.8465672,33.04200095
2685508,SRA,59346,Ramona CDP,,-116.8355163,33.03743186
2685509,,59346,Ramona CDP,,-116.8425195,33.03555475
2685511,SRA,59346,Ramona CDP,,-116.827618,33.0331265
2685512,SRA,59346,Ramona CDP,,-116.8268931,33.0345478
2685513,,59346,Ramona CDP,,-116.8874294,33.02116739
2685514,,59346,Ramona CDP,,-116.8728606,33.02004185
2685515,,59346,Ramona CDP,,-116.8776404,33.02552669
2685516,,59346,Ramona CDP,,-116.8780275,33.01600143
2685517,,59346,Ramona CDP,,-116.868407,33.0224235
2685518,LRA,59346,Ramona CDP,,-116.8581415,33.0219735
2685519,,59346,Ramona CDP,,-116.8592114,33.02535831
2685520,,59346,Ramona CDP,,-116.858728,33.02657146
2685521,,59346,Ramona CDP,,-116.8638075,33.0107915
2685522,,59346,Ramona CDP,,-116.862565,33.012006
2685523,SRA,59346,Ramona CDP,,-116.8569082,33.01349206
2685526,,59346,Ramona CDP,,-116.8441643,33.01682648
2790642,SRA,59346,Ramona CDP,,-116.9312886,33.05889727
2790643,SRA,59346,Ramona CDP,,-116.903247,33.0467345
2790644,SRA,59346,Ramona CDP,,-116.8967838,33.04817854
2790645,SRA,59346,Ramona CDP,,-116.8995855,33.04957751
2790646,,59346,Ramona CDP,,-116.9117797,33.04061496
2790647,,59346,Ramona CDP,,-116.8990561,33.03693376
2790648,LRA,59346,Ramona CDP,,-116.8966238,33.04429707
2790649,,59346,Ramona CDP,,-116.8945791,33.02783948
2790650,,59346,Ramona CDP,,-116.901036,33.030591
2790654,SRA,59346,Ramona CDP,,-116.952133,33.0168915
2790655,SRA,59346,Ramona CDP,,-116.9505388,33.01690347
2790657,SRA,59346,Ramona CDP,,-116.9407336,33.01166922
2790658,SRA,59346,Ramona CDP,,-116.9434366,33.01355697
2790660,SRA,59346,Ramona CDP,,-116.924277,33.009085
2790661,,59346,Ramona CDP,,-116.9025775,33.02055292
2790663,SRA,59346,Ramona CDP,,-116.9002898,33.01104699
2790671,SRA,59346,Ramona CDP,,-116.8521395,33.08441332
2790672,SRA,59346,Ramona CDP,,-116.8876407,33.07485599
2790673,SRA,59346,Ramona CDP,,-116.8761925,33.0651175
2790674,SRA,59346,Ramona CDP,,-116.8608269,33.07862597
2790675,SRA,59346,Ramona CDP,,-116.8546274,33.07084696
2790676,SRA,59346,Ramona CDP,,-116.8579902,33.07150382
2790677,SRA,59346,Ramona CDP,,-116.8350848,33.093896
2790678,SRA,59346,Ramona CDP,,-116.8357435,33.09420456
2790679,SRA,59346,Ramona CDP,,-116.8352085,33.094702
2790680,SRA,59346,Ramona CDP,,-116.8357723,33.08254756
2790681,SRA,59346,Ramona CDP,,-116.8293304,33.08921771
2790682,SRA,59346,Ramona CDP,,-116.8496607,33.07087405
2790683,SRA,59346,Ramona CDP,,-116.8203965,33.0688895
2790690,SRA,59346,Ramona CDP,,-116.8807675,33.0550515
2790691,SRA,59346,Ramona CDP,,-116.8828915,33.0559685
2790692,SRA,59346,Ramona CDP,,-116.875305,33.0600275
2790693,SRA,59346,Ramona CDP,,-116.891668,33.0544975
2790694,,59346,Ramona CDP,,-116.8813299,33.04591075
2790695,SRA,59346,Ramona CDP,,-116.8826241,33.04772288
2790696,SRA,59346,Ramona CDP,,-116.877394,33.051752
2790697,SRA,59346,Ramona CDP,,-116.870087,33.0597485
2790698,,59346,Ramona CDP,,-116.8538445,33.0628395
2790699,,59346,Ramona CDP,,-116.8646988,33.04599305
2790700,,59346,Ramona CDP,,-116.8620355,33.046398
2790701,,59346,Ramona CDP,,-116.8678229,33.05025644
2790702,,59346,Ramona CDP,,-116.8652645,33.0508455
2790703,,59346,Ramona CDP,,-116.8632955,33.05155071
2790704,,59346,Ramona CDP,,-116.8582479,33.04557258
2790705,,59346,Ramona CDP,,-116.8612057,33.04571849
2790706,SRA,59346,Ramona CDP,,-116.850872,33.045802
2790707,,59346,Ramona CDP,,-116.8511375,33.052444
2790708,,59346,Ramona CDP,,-116.8744421,33.03826681
2790709,,59346,Ramona CDP,,-116.8843364,33.03067071
2790710,,59346,Ramona CDP,,-116.8904827,33.03334659
2790711,,59346,Ramona CDP,,-116.8935626,33.03402005
2790712,,59346,Ramona CDP,,-116.8674825,33.0367965
2790713,,59346,Ramona CDP,,-116.8718008,33.03715222
2790714,,59346,Ramona CDP,,-116.8638293,33.03810572
2790715,,59346,Ramona CDP,,-116.8623948,33.03948357
2790716,,59346,Ramona CDP,,-116.8705105,33.04047353
2790717,,59346,Ramona CDP,,-116.864612,33.0420245
2790718,,59346,Ramona CDP,,-116.8683635,33.0436225
2790719,,59346,Ramona CDP,,-116.8579412,33.04051228
2790720,,59346,Ramona CDP,,-116.8546056,33.0418462
2790721,,59346,Ramona CDP,,-116.8635939,33.02738383
2790722,,59346,Ramona CDP,,-116.8661155,33.0286815
2790723,,59346,Ramona CDP,,-116.861838,33.03194933
2790724,,59346,Ramona CDP,,-116.8635304,33.03497145
2790725,,59346,Ramona CDP,,-116.8612883,33.02731047
2790726,,59346,Ramona CDP,,-116.8525437,33.02793946
2790727,,59346,Ramona CDP,,-116.8584695,33.03518932
2790728,,59346,Ramona CDP,,-116.837066,33.06361331
2790729,SRA,59346,Ramona CDP,,-116.8460913,33.04633903
2790730,SRA,59346,Ramona CDP,,-116.841932,33.053019
2790732,,59346,Ramona CDP,,-116.8496682,33.03935523
2790733,SRA,59346,Ramona CDP,,-116.8444107,33.04018498
2790734,,59346,Ramona CDP,,-116.8445922,33.0280843
2790735,,59346,Ramona CDP,,-116.8480485,33.0316625
2790736,,59346,Ramona CDP,,-116.8461942,33.03367646
2790737,,59346,Ramona CDP,,-116.8908362,33.01898193
2790738,,59346,Ramona CDP,,-116.8922288,33.02098806
2790739,,59346,Ramona CDP,,-116.8845957,33.0214605
2790740,,59346,Ramona CDP,,-116.885726,33.023915
2790741,,59346,Ramona CDP,,-116.889333,33.02487333
2790742,,59346,Ramona CDP,,-116.893043,33.0260425
2790743,,59346,Ramona CDP,,-116.8736883,33.01922037
2790744,,59346,Ramona CDP,,-116.8807628,33.02272179
2790745,,59346,Ramona CDP,,-116.8757482,33.02305353
2790746,,59346,Ramona CDP,,-116.878497,33.02386919
2790747,,59346,Ramona CDP,,-116.873449,33.024925
2790748,,59346,Ramona CDP,,-116.8764205,33.0251405
2790749,,59346,Ramona CDP,,-116.8662275,33.021894
2790750,,59346,Ramona CDP,,-116.8639865,33.0264095
2790751,,59346,Ramona CDP,,-116.852812,33.0249055
2790752,,59346,Ramona CDP,,-116.8508906,33.02546422
2790753,,59346,Ramona CDP,,-116.8603505,33.026456
2790754,,59346,Ramona CDP,,-116.8625083,33.01284586
2790755,,59346,Ramona CDP,,-116.8631838,33.01655054
2790756,,59346,Ramona CDP,,-116.8454864,33.02107074
2790757,,59346,Ramona CDP,,-116.8468525,33.026502
2790769,SRA,59346,Ramona CDP,,-116.847462,32.9996435
2895938,,59346,Ramona CDP,,-116.9256596,33.07706274
2895939,SRA,59346,Ramona CDP,,-116.9038668,33.07447704
2896047,,59346,Ramona CDP,,-116.9351915,33.052502
2896048,,59346,Ramona CDP,,-116.9040301,33.04949805
2896049,,59346,Ramona CDP,,-116.9270926,33.02828226
2896050,,59346,Ramona CDP,,-116.8957999,33.03409723
2896055,SRA,59346,Ramona CDP,,-116.951019,33.01628771
2896059,SRA,59346,Ramona CDP,,-116.9287052,33.01912325
2896060,,59346,Ramona CDP,,-116.9374738,33.02137
2896061,SRA,59346,Ramona CDP,,-116.920532,33.020943
2896062,SRA,59346,Ramona CDP,,-116.9188529,33.02092722
2896063,,59346,Ramona CDP,,-116.9240461,33.02590781
2896064,,59346,Ramona CDP,,-116.921455,33.026323
2896065,SRA,59346,Ramona CDP,,-116.929102,33.01075368
2896066,SRA,59346,Ramona CDP,,-116.9329974,33.01548805
2896067,,59346,Ramona CDP,,-116.9348408,33.01638854
2896068,,59346,Ramona CDP,,-116.9001978,33.02681316
2896069,SRA,59346,Ramona CDP,,-116.906617,33.0097015
2896070,SRA,59346,Ramona CDP,,-116.906491,33.0116095
2896071,,59346,Ramona CDP,,-116.9077438,33.01260927
2896072,SRA,59346,Ramona CDP,,-116.900102,33.01089
2896073,SRA,59346,Ramona CDP,,-116.904368,33.0114525
2896074,SRA,59346,Ramona CDP,,-116.9043704,33.01176307
2896085,SRA,59346,Ramona CDP,,-116.8930015,33.0781785
2896086,SRA,59346,Ramona CDP,,-116.8915475,33.0721065
2896087,SRA,59346,Ramona CDP,,-116.8783533,33.06431341
2896088,SRA,59346,Ramona CDP,,-116.8796307,33.06517685
2896089,SRA,59346,Ramona CDP,,-116.8798727,33.06639819
2896090,SRA,59346,Ramona CDP,,-116.8787745,33.0673805
2896091,SRA,59346,Ramona CDP,,-116.867185,33.064891
2896092,SRA,59346,Ramona CDP,,-116.830493,33.09218667
2896093,SRA,59346,Ramona CDP,,-116.838089,33.0914625
2896095,SRA,59346,Ramona CDP,,-116.8459329,33.07348684
2896096,,59346,Ramona CDP,,-116.8458455,33.06733029
2896102,SRA,59346,Ramona CDP,,-116.87681,33.056569
2896103,SRA,59346,Ramona CDP,,-116.8858956,33.05416458
2896104,,59346,Ramona CDP,,-116.8626293,33.04683419
2896105,SRA,59346,Ramona CDP,,-116.8532185,33.048822
2896106,,59346,Ramona CDP,,-116.8507176,33.05147458
2896107,,59346,Ramona CDP,,-116.8837167,33.03229778
2896108,,59346,Ramona CDP,,-116.8886812,33.03255239
2896109,,59346,Ramona CDP,,-116.8848008,33.03377723
2896110,,59346,Ramona CDP,,-116.8732455,33.0273485
2896111,,59346,Ramona CDP,,-116.8753687,33.02793916
2896112,,59346,Ramona CDP,,-116.8726654,33.03039
2896113,,59346,Ramona CDP,,-116.880445,33.03179133
2896114,,59346,Ramona CDP,,-116.8827429,33.03393315
2896115,,59346,Ramona CDP,,-116.8727057,33.03608022
2896116,,59346,Ramona CDP,,-116.870459,33.0369555
2896117,,59346,Ramona CDP,,-116.8699223,33.03726582
2896118,,59346,Ramona CDP,,-116.8708525,33.037334
2896119,,59346,Ramona CDP,,-116.8640308,33.03848369
2896120,,59346,Ramona CDP,,-116.8711581,33.03911318
2896121,,59346,Ramona CDP,,-116.8660865,33.0392965
2896122,,59346,Ramona CDP,,-116.8672613,33.04237431
2896123,,59346,Ramona CDP,,-116.862677,33.0449454
2896124,,59346,Ramona CDP,,-116.8511133,33.03744679
2896125,,59346,Ramona CDP,,-116.8599185,33.04011401
2896126,,59346,Ramona CDP,,-116.8579996,33.04374362
2896127,,59346,Ramona CDP,,-116.8724119,33.03192029
2896128,,59346,Ramona CDP,,-116.868533,33.03291
2896129,,59346,Ramona CDP,,-116.8532,33.02911856
2896130,,59346,Ramona CDP,,-116.860707,33.029928
2896131,,59346,Ramona CDP,,-116.8540044,33.03268889
2896132,,59346,Ramona CDP,,-116.8512835,33.0356145
2896133,SRA,59346,Ramona CDP,,-116.8472131,33.0469127
2896134,SRA,59346,Ramona CDP,,-116.8503858,33.04960717
2896135,SRA,59346,Ramona CDP,,-116.8372906,33.04886123
2896137,,59346,Ramona CDP,,-116.8471655,33.036921
2896138,SRA,59346,Ramona CDP,,-116.8436966,33.03725547
2896139,SRA,59346,Ramona CDP,,-116.8456461,33.0397189
2896140,SRA,59346,Ramona CDP,,-116.844527,33.04302034
2896141,SRA,59346,Ramona CDP,,-116.8302392,33.03854996
2896142,SRA,59346,Ramona CDP,,-116.832858,33.042587
2896143,SRA,59346,Ramona CDP,,-116.8297526,33.0431102
2896144,,59346,Ramona CDP,,-116.849615,33.0301865
2896145,,59346,Ramona CDP,,-116.84807,33.0306575
2896146,,59346,Ramona CDP,,-116.8477756,33.03379451
2896148,,59346,Ramona CDP,,-116.8867529,33.02121403
2896149,,59346,Ramona CDP,,-116.8852777,33.02392272
2896150,,59346,Ramona CDP,,-116.8918531,33.02475141
2896151,,59346,Ramona CDP,,-116.8806849,33.01881223
2896152,,59346,Ramona CDP,,-116.8888986,33.01707226
2896153,,59346,Ramona CDP,,-116.8717027,33.01956839
2896154,,59346,Ramona CDP,,-116.8635045,33.02600411
2896155,,59346,Ramona CDP,,-116.8649085,33.011463
2896156,,59346,Ramona CDP,,-116.8398465,33.01943028
2896157,,59346,Ramona CDP,,-116.8366665,33.0248915
2896158,SRA,59346,Ramona CDP,,-116.8430013,33.01611441
3001756,SRA,59346,Ramona CDP,,-116.9101332,33.07366395
3001757,SRA,59346,Ramona CDP,,-116.894546,33.073051
3001858,,59346,Ramona CDP,,-116.8967954,33.03542381
3001863,SRA,59346,Ramona CDP,,-116.9475106,33.01422411
3001864,SRA,59346,Ramona CDP,,-116.9321513,33.01288842
3001865,SRA,59346,Ramona CDP,,-116.9350783,33.01443663
3001866,SRA,59346,Ramona CDP,,-116.9194505,33.012079
3001867,SRA,59346,Ramona CDP,,-116.923985,33.0143075
3001868,,59346,Ramona CDP,,-116.900106,33.0243935
3001876,SRA,59346,Ramona CDP,,-116.8872626,33.0834693
3001877,SRA,59346,Ramona CDP,,-116.8861318,33.07382424
3001878,SRA,59346,Ramona CDP,,-116.8824135,33.07178813
3001879,SRA,59346,Ramona CDP,,-116.8689495,33.066456
3001880,SRA,59346,Ramona CDP,,-116.8606073,33.0677085
3001881,SRA,59346,Ramona CDP,,-116.85251,33.0690804
3001882,SRA,59346,Ramona CDP,,-116.8595025,33.071421
3001883,SRA,59346,Ramona CDP,,-116.8492475,33.0890885
3001884,,59346,Ramona CDP,,-116.842041,33.069636
3001885,,59346,Ramona CDP,,-116.8411391,33.07105868
3001892,SRA,59346,Ramona CDP,,-116.887919,33.0558222
3001893,SRA,59346,Ramona CDP,,-116.876662,33.062852
3001894,,59346,Ramona CDP,,-116.8746475,33.0455335
3001895,SRA,59346,Ramona CDP,,-116.8748275,33.0503955
3001896,SRA,59346,Ramona CDP,,-116.8799455,33.0524155
3001897,,59346,Ramona CDP,,-116.865954,33.059291
3001898,,59346,Ramona CDP,,-116.8715641,33.04603677
3001899,,59346,Ramona CDP,,-116.8625855,33.047145
3001900,LRA,59346,Ramona CDP,,-116.8922395,33.04457
3001901,,59346,Ramona CDP,,-116.8877177,33.03258732
3001902,,59346,Ramona CDP,,-116.8860445,33.03299166
3001903,,59346,Ramona CDP,,-116.8824184,33.02770432
3001904,,59346,Ramona CDP,,-116.8809956,33.02778671
3001905,,59346,Ramona CDP,,-116.8770043,33.02875948
3001906,,59346,Ramona CDP,,-116.8754517,33.03033974
3001907,,59346,Ramona CDP,,-116.8762285,33.0339705
3001908,,59346,Ramona CDP,,-116.8671315,33.042611
3001909,,59346,Ramona CDP,,-116.862427,33.043611
3001910,,59346,Ramona CDP,,-116.8584195,33.03943406
3001911,,59346,Ramona CDP,,-116.859162,33.041043
3001912,SRA,59346,Ramona CDP,,-116.8507308,33.04172806
3001913,SRA,59346,Ramona CDP,,-116.8515423,33.04498704
3001914,,59346,Ramona CDP,,-116.8703146,33.02765947
3001915,,59346,Ramona CDP,,-116.8635985,33.027763
3001916,,59346,Ramona CDP,,-116.865321,33.0282275
3001917,,59346,Ramona CDP,,-116.8643832,33.03332764
3001918,,59346,Ramona CDP,,-116.8636674,33.03366995
3001919,,59346,Ramona CDP,,-116.8694088,33.03480107
3001920,,59346,Ramona CDP,,-116.8575835,33.030691
3001921,,59346,Ramona CDP,,-116.8588171,33.03400417
3001922,SRA,59346,Ramona CDP,,-116.8396877,33.05542335
3001923,,59346,Ramona CDP,,-116.843776,33.0537845
3001924,SRA,59346,Ramona CDP,,-116.837484,33.054144
3001926,SRA,59346,Ramona CDP,,-116.8417232,33.04028509
3001927,SRA,59346,Ramona CDP,,-116.848824,33.0432125
3001928,,59346,Ramona CDP,,-116.8387295,33.027721
3001931,,59346,Ramona CDP,,-116.887695,33.01988668
3001932,,59346,Ramona CDP,,-116.8917426,33.02433656
3001933,,59346,Ramona CDP,,-116.8842965,33.02440414
3001934,,59346,Ramona CDP,,-116.890899,33.02551999
3001935,,59346,Ramona CDP,,-116.892936,33.0263225
3001936,,59346,Ramona CDP,,-116.8746971,33.02663278
3001937,,59346,Ramona CDP,,-116.8850855,33.0169245
3001938,LRA,59346,Ramona CDP,,-116.8631098,33.02161418
3001939,,59346,Ramona CDP,,-116.8669841,33.02494825
3001940,,59346,Ramona CDP,,-116.8722325,33.0254935
3001941,,59346,Ramona CDP,,-116.8510077,33.02236959
3001942,LRA,59346,Ramona CDP,,-116.8581525,33.022759
3001943,,59346,Ramona CDP,,-116.8513842,33.02549603
3001944,,59346,Ramona CDP,,-116.8606594,33.02602394
3001945,,59346,Ramona CDP,,-116.8605149,33.01766263
3001946,SRA,59346,Ramona CDP,,-116.8620842,33.00200339
3107654,SRA,59346,Ramona CDP,,-116.898567,33.074331
3107655,SRA,59346,Ramona CDP,,-116.915085,33.0686855
3107748,,59346,Ramona CDP,,-116.9488907,33.0287608
3107749,,59346,Ramona CDP,,-116.9293271,33.0535022
3107750,SRA,59346,Ramona CDP,,-116.9000612,33.04878746
3107751,,59346,Ramona CDP,,-116.898249,33.036477
3107752,,59346,Ramona CDP,,-116.898013,33.0362285
3107753,,59346,Ramona CDP,,-116.8973075,33.0362519
3107757,SRA,59346,Ramona CDP,,-116.9461397,33.01655761
3107762,SRA,59346,Ramona CDP,,-116.930269,33.019364
3107763,SRA,59346,Ramona CDP,,-116.9311466,33.02081082
3107764,SRA,59346,Ramona CDP,,-116.9281564,33.0220939
3107765,,59346,Ramona CDP,,-116.9195853,33.01883565
3107766,SRA,59346,Ramona CDP,,-116.9266173,33.02334339
3107767,SRA,59346,Ramona CDP,,-116.9280073,33.01752255
3107774,SRA,59346,Ramona CDP,,-116.887296,33.0731995
3107775,SRA,59346,Ramona CDP,,-116.8867543,33.0743512
3107776,SRA,59346,Ramona CDP,,-116.887229,33.076028
3107777,SRA,59346,Ramona CDP,,-116.8897065,33.07004234
3107778,SRA,59346,Ramona CDP,,-116.8752151,33.06524785
3107779,SRA,59346,Ramona CDP,,-116.878355,33.0669845
3107780,SRA,59346,Ramona CDP,,-116.8573435,33.0772785
3107781,SRA,59346,Ramona CDP,,-116.84511,33.0747515
3107782,,59346,Ramona CDP,,-116.836562,33.080237
3107783,,59346,Ramona CDP,,-116.8487475,33.06771981
3107786,SRA,59346,Ramona CDP,,-116.887454,33.05588392
3107787,SRA,59346,Ramona CDP,,-116.8904488,33.05692241
3107788,SRA,59346,Ramona CDP,,-116.8810385,33.0569675
3107789,SRA,59346,Ramona CDP,,-116.8874766,33.0492647
3107790,SRA,59346,Ramona CDP,,-116.8934613,33.05010795
3107791,SRA,59346,Ramona CDP,,-116.8905085,33.0535375
3107792,LRA,59346,Ramona CDP,,-116.8792191,33.04657374
3107793,,59346,Ramona CDP,,-116.8625734,33.05917903
3107794,SRA,59346,Ramona CDP,,-116.8686935,33.0598725
3107795,SRA,59346,Ramona CDP,,-116.8687898,33.06066227
3107796,,59346,Ramona CDP,,-116.8635985,33.0617905
3107797,,59346,Ramona CDP,,-116.866105,33.0464055
3107798,,59346,Ramona CDP,,-116.865122,33.051606
3107799,LRA,59346,Ramona CDP,,-116.89094,33.044477
3107800,,59346,Ramona CDP,,-116.872746,33.03750227
3107801,,59346,Ramona CDP,,-116.8807475,33.039164
3107802,,59346,Ramona CDP,,-116.87968,33.0396405
3107803,,59346,Ramona CDP,,-116.8876665,33.0278195
3107804,,59346,Ramona CDP,,-116.88838,33.02799767
3107805,,59346,Ramona CDP,,-116.8916262,33.03017645
3107806,,59346,Ramona CDP,,-116.8748425,33.0338915
3107807,,59346,Ramona CDP,,-116.8679545,33.03666
3107808,,59346,Ramona CDP,,-116.8698332,33.03912245
3107809,,59346,Ramona CDP,,-116.8723582,33.03959895
3107810,,59346,Ramona CDP,,-116.8656452,33.04072874
3107811,,59346,Ramona CDP,,-116.862535,33.04131415
3107812,,59346,Ramona CDP,,-116.8681645,33.044023
3107813,,59346,Ramona CDP,,-116.8631922,33.04422789
3107814,,59346,Ramona CDP,,-116.8666657,33.0447364
3107815,,59346,Ramona CDP,,-116.8597797,33.03909143
3107816,,59346,Ramona CDP,,-116.8544848,33.0400126
3107817,,59346,Ramona CDP,,-116.8605947,33.0400339
3107818,LRA,59346,Ramona CDP,,-116.8554681,33.04452228
3107819,,59346,Ramona CDP,,-116.861099,33.0446005
3107820,,59346,Ramona CDP,,-116.8614163,33.04489176
3107821,SRA,59346,Ramona CDP,,-116.8530889,33.04503591
3107822,,59346,Ramona CDP,,-116.8626089,33.03373594
3107823,,59346,Ramona CDP,,-116.8687145,33.0342995
3107824,,59346,Ramona CDP,,-116.8672365,33.03510766
3107825,,59346,Ramona CDP,,-116.8695245,33.03615166
3107826,,59346,Ramona CDP,,-116.8567588,33.03095223
3107827,,59346,Ramona CDP,,-116.8559279,33.03334519
3107828,SRA,59346,Ramona CDP,,-116.839208,33.05492478
3107829,SRA,59346,Ramona CDP,,-116.8386282,33.05854624
3107830,,59346,Ramona CDP,,-116.841764,33.054054
3107831,SRA,59346,Ramona CDP,,-116.834753,33.05057394
3107832,,59346,Ramona CDP,,-116.8489287,33.03941991
3107833,SRA,59346,Ramona CDP,,-116.8438499,33.04218822
3107834,SRA,59346,Ramona CDP,,-116.8442768,33.0435212
3107835,SRA,59346,Ramona CDP,,-116.8483779,33.04462808
3107836,SRA,59346,Ramona CDP,,-116.8461143,33.04491333
3107837,SRA,59346,Ramona CDP,,-116.8359528,33.03034994
3107838,SRA,59346,Ramona CDP,,-116.832002,33.036214
3107839,SRA,59346,Ramona CDP,,-116.8279892,33.0278409
3107840,,59346,Ramona CDP,,-116.8835586,33.02191797
3107841,,59346,Ramona CDP,,-116.8892904,33.02277415
3107842,,59346,Ramona CDP,,-116.8892375,33.02677526
3107843,,59346,Ramona CDP,,-116.879834,33.01989625
3107844,,59346,Ramona CDP,,-116.8804885,33.02186
3107845,,59346,Ramona CDP,,-116.8817632,33.0251856
3107846,,59346,Ramona CDP,,-116.885613,33.015194
3107847,,59346,Ramona CDP,,-116.874793,33.015719
3107848,,59346,Ramona CDP,,-116.8685135,33.02403496
3107849,,59346,Ramona CDP,,-116.8697394,33.02676596
3107850,,59346,Ramona CDP,,-116.8661185,33.0146405
3107851,,59346,Ramona CDP,,-116.8673268,33.01755252
3107853,SRA,59346,Ramona CDP,,-116.8617246,33.00659682
3107854,,59346,Ramona CDP,,-116.864189,33.007953
3107855,,59346,Ramona CDP,,-116.8452415,33.018815
3107856,,59346,Ramona CDP,,-116.8427739,33.02156852
3107857,,59346,Ramona CDP,,-116.8413855,33.023369
3107858,,59346,Ramona CDP,,-116.8477185,33.0242395
3107859,,59346,Ramona CDP,,-116.8477172,33.02551807
3213811,SRA,59346,Ramona CDP,,-116.922608,33.07279982
3213919,,59346,Ramona CDP,,-116.9498793,33.03025624
3213920,LRA,59346,Ramona CDP,,-116.9016377,33.04557836
3213921,,59346,Ramona CDP,,-116.899095,33.03671
3213922,,59346,Ramona CDP,,-116.9032435,33.042596
3213923,,59346,Ramona CDP,,-116.9036855,33.0427625
3213924,,59346,Ramona CDP,,-116.8958605,33.031467
3213925,,59346,Ramona CDP,,-116.8991977,33.03470104
3213927,,59346,Ramona CDP,,-116.9430432,33.02175832
3213928,,59346,Ramona CDP,,-116.9488433,33.02437345
3213929,SRA,59346,Ramona CDP,,-116.9508955,33.013751
3213930,SRA,59346,Ramona CDP,,-116.9497765,33.015147
3213933,SRA,59346,Ramona CDP,,-116.942051,33.0142866
3213934,SRA,59346,Ramona CDP,,-116.9450219,33.01549558
3213935,SRA,59346,Ramona CDP,,-116.9486969,33.01704837
3213936,,59346,Ramona CDP,,-116.9278284,33.02535002
3213937,SRA,59346,Ramona CDP,,-116.9189271,33.02149347
3213938,SRA,59346,Ramona CDP,,-116.932966,33.012755
3213939,SRA,59346,Ramona CDP,,-116.9329936,33.01640986
3213940,SRA,59346,Ramona CDP,,-116.9318114,33.01757856
3213941,,59346,Ramona CDP,,-116.899458,33.0226765
3213945,SRA,59346,Ramona CDP,,-116.8883305,33.073464
3213946,SRA,59346,Ramona CDP,,-116.8843392,33.07520952
3213947,SRA,59346,Ramona CDP,,-116.8629459,33.07369001
3213948,SRA,59346,Ramona CDP,,-116.8625583,33.07607934
3213949,SRA,59346,Ramona CDP,,-116.8602525,33.0750965
3213950,SRA,59346,Ramona CDP,,-116.8582573,33.08184311
3213951,SRA,59346,Ramona CDP,,-116.867622,33.065427
3213952,,59346,Ramona CDP,,-116.8574565,33.0684925
3213953,SRA,59346,Ramona CDP,,-116.8464051,33.09065411
3213954,SRA,59346,Ramona CDP,,-116.8443026,33.07459614
3213955,SRA,59346,Ramona CDP,,-116.8445325,33.07728117
3213956,,59346,Ramona CDP,,-116.846045,33.0639745
3213957,SRA,59346,Ramona CDP,,-116.8211125,33.066486
3213963,,59346,Ramona CDP,,-116.8733261,33.05602511
3213964,SRA,59346,Ramona CDP,,-116.8924354,33.0525792
3213965,SRA,59346,Ramona CDP,,-116.8814075,33.05142912
3213966,SRA,59346,Ramona CDP,,-116.8749697,33.05299507
3213967,,59346,Ramona CDP,,-116.8522894,33.06294844
3213968,,59346,Ramona CDP,,-116.8673247,33.04975213
3213969,,59346,Ramona CDP,,-116.8682951,33.05083584
3213970,,59346,Ramona CDP,,-116.874686,33.0370105
3213971,,59346,Ramona CDP,,-116.8758405,33.0392015
3213972,,59346,Ramona CDP,,-116.8790399,33.04307575
3213973,,59346,Ramona CDP,,-116.8902036,33.03312138
3213974,,59346,Ramona CDP,,-116.8920415,33.03323245
3213975,,59346,Ramona CDP,,-116.8741987,33.03041448
3213976,,59346,Ramona CDP,,-116.8828456,33.03174185
3213977,,59346,Ramona CDP,,-116.8753733,33.03172201
3213978,,59346,Ramona CDP,,-116.8764014,33.03231955
3213979,,59346,Ramona CDP,,-116.8816157,33.03232969
3213980,,59346,Ramona CDP,,-116.8755051,33.03242466
3213981,,59346,Ramona CDP,,-116.8743985,33.034137
3213982,,59346,Ramona CDP,,-116.8724432,33.03672741
3213983,,59346,Ramona CDP,,-116.870624,33.038155
3213984,,59346,Ramona CDP,,-116.8666745,33.04086859
3213985,,59346,Ramona CDP,,-116.8678452,33.04137542
3213986,,59346,Ramona CDP,,-116.872029,33.041858
3213987,,59346,Ramona CDP,,-116.8718381,33.04196237
3213988,,59346,Ramona CDP,,-116.8629462,33.04286894
3213989,,59346,Ramona CDP,,-116.868034,33.0446145
3213990,,59346,Ramona CDP,,-116.8541077,33.03918045
3213991,,59346,Ramona CDP,,-116.8603255,33.041343
3213992,,59346,Ramona CDP,,-116.8615458,33.04363049
